title,text,stars,publishedAtDate,likesCount,platform,tokens,text_preprocessed
Masjid Raya Baiturrahman,masyaallah bukti kuasanya allah ini adalah masjid bersejarah di aceh yang menjadi saksi tragedi tsunami tahun icon kota banda yang harus dikunjungi kalo plesiran ke aceh,5.0,17/02/2026 19:57,0,Google Maps,"['masyaallah', 'bukti', 'kuasa', 'allah', 'masjid', 'sejarah', 'aceh', 'jadi', 'saksi', 'tragedi', 'tsunami', 'tahun', 'icon', 'kota', 'banda', 'kunjung', 'kalo', 'plesiran', 'aceh']",masyaallah bukti kuasa allah masjid sejarah aceh jadi saksi tragedi tsunami tahun icon kota banda kunjung kalo plesiran aceh
Masjid Raya Baiturrahman,menjelang magrib di sini syahdu mendengar suara mengaji anak anak yg dipandu ustadz dan ustadzah menbangkitkan kenangan masa kecil pemandangan masjid yang luar biasa dan suasana yang magical mengingatkan akan masjid nabawi ditambah di halaman masjid ada payung payung yang membuat semakin ingin kembali ke madinah banyak pengunjung yang duduk bersama keluarga di halaman masjid sembari menikmati adem dan tenangnya masjid,5.0,03/12/2025 05:10,0,Google Maps,"['jelang', 'magrib', 'sini', 'syahdu', 'dengar', 'suara', 'aji', 'anak', 'anak', 'yg', 'pandu', 'ustadz', 'ustadzah', 'menbangkitkan', 'kenang', 'masa', 'kecil', 'pandang', 'masjid', 'luar', 'biasa', 'suasana', 'magical', 'ingat', 'masjid', 'nabawi', 'tambah', 'halaman', 'masjid', 'payung', 'payung', 'buat', 'makin', 'madinah', 'banyak', 'unjung', 'duduk', 'sama', 'keluarga', 'halaman', 'masjid', 'sembari', 'nikmat', 'adem', 'tenang', 'masjid']",jelang magrib sini syahdu dengar suara aji anak anak yg pandu ustadz ustadzah menbangkitkan kenang masa kecil pandang masjid luar biasa suasana magical ingat masjid nabawi tambah halaman masjid payung payung buat makin madinah banyak unjung duduk sama keluarga halaman masjid sembari nikmat adem tenang masjid
Masjid Raya Baiturrahman,masjid raya yang mencakup paket lengkap karena indah bersejarah dan penuh vibes positif wajib banget dikunjungi kalau main ke banda aceh mantap mania pokoknya,5.0,13/12/2025 17:44,0,Google Maps,"['masjid', 'raya', 'cakup', 'paket', 'lengkap', 'indah', 'sejarah', 'penuh', 'vibes', 'positif', 'wajib', 'banget', 'kunjung', 'kalau', 'main', 'banda', 'aceh', 'mantap', 'mania', 'pokok']",masjid raya cakup paket lengkap indah sejarah penuh vibes positif wajib banget kunjung kalau main banda aceh mantap mania pokok
Masjid Raya Baiturrahman,jika dan hanya jika harus merasakan suasana shalat subuh di sini kalau sempat naiklah ke menara untuk melihat kota banda aceh dari ketinggian,5.0,22/01/2026 08:01,0,Google Maps,"['rasa', 'suasana', 'shalat', 'subuh', 'sini', 'kalau', 'sempat', 'naik', 'menara', 'lihat', 'kota', 'banda', 'aceh', 'tinggi']",rasa suasana shalat subuh sini kalau sempat naik menara lihat kota banda aceh tinggi
Masjid Raya Baiturrahman,suasana nya tenang ngga crowded gw datang sekitaran jam kalo ada waktu lagi main ke aceh bisa bantu bapa fotografer pakai jasanya,5.0,17/12/2025 12:39,0,Google Maps,"['suasana', 'nya', 'tenang', 'ngga', 'crowded', 'gw', 'datang', 'sekitar', 'jam', 'kalo', 'waktu', 'main', 'aceh', 'bantu', 'bapa', 'fotografer', 'pakai', 'jasa']",suasana nya tenang ngga crowded gw datang sekitar jam kalo waktu main aceh bantu bapa fotografer pakai jasa
Masjid Raya Baiturrahman,masjid raya baiturrahman sangat lah indah tempat yg sangat dituju ketika sampai ke banda aceh masya allah,5.0,20/02/2026 11:34,0,Google Maps,"['masjid', 'raya', 'baiturrahman', 'sangat', 'lah', 'indah', 'tempat', 'yg', 'sangat', 'tuju', 'banda', 'aceh', 'masya', 'allah']",masjid raya baiturrahman sangat lah indah tempat yg sangat tuju banda aceh masya allah
Masjid Raya Baiturrahman,masjid raya yang selalu dihati dan bikin rindu untuk sholat kembali disana suasana sakral dan sucinya membuat hati tenang,5.0,25/11/2025 19:43,0,Google Maps,"['masjid', 'raya', 'selalu', 'hati', 'bikin', 'rindu', 'sholat', 'sana', 'suasana', 'sakral', 'suci', 'buat', 'hati', 'tenang']",masjid raya selalu hati bikin rindu sholat sana suasana sakral suci buat hati tenang
Masjid Raya Baiturrahman,masjid yg sangat indah nuansa nya mirip kaya masjid di madinah untuk datang pas jam solat jg bisa banget nnt tinggal titip sandal aja dan pastikan berpakaian sopan,5.0,24/02/2026 15:03,0,Google Maps,"['masjid', 'yg', 'sangat', 'indah', 'nuansa', 'nya', 'mirip', 'kaya', 'masjid', 'madinah', 'datang', 'pas', 'jam', 'solat', 'jg', 'banget', 'nnt', 'tinggal', 'titip', 'sandal', 'aja', 'pasti', 'pakai', 'sopan']",masjid yg sangat indah nuansa nya mirip kaya masjid madinah datang pas jam solat jg banget nnt tinggal titip sandal aja pasti pakai sopan
Masjid Raya Baiturrahman,alhamdulillah sampai juga di masjid raye banda aceh setelah menempuh perjalanan darat dari sumatera selatan lewat lintas timur dengan pemandangan yang indah dan menegangkan bagi yang ingin ke banda aceh jika hari raya sebaiknya pesan hotel terlebih dahulu karena sekitar masjid hotel pasti penuh klo pun dapat agak jauh di sekitar rumah sakit umum banyak hotel harga skitar an ribu lumayan bisa tidur melepas lelah,5.0,17/02/2026 08:53,0,Google Maps,"['alhamdulillah', 'masjid', 'raye', 'banda', 'aceh', 'tempuh', 'jalan', 'darat', 'sumatera', 'selatan', 'lewat', 'lintas', 'timur', 'pandang', 'indah', 'tegang', 'banda', 'aceh', 'hari', 'raya', 'baik', 'pesan', 'hotel', 'lebih', 'masjid', 'hotel', 'penuh', 'klo', 'jauh', 'rumah', 'sakit', 'umum', 'banyak', 'hotel', 'harga', 'skitar', 'an', 'ribu', 'lumayan', 'tidur', 'lepas', 'lelah']",alhamdulillah masjid raye banda aceh tempuh jalan darat sumatera selatan lewat lintas timur pandang indah tegang banda aceh hari raya baik pesan hotel lebih masjid hotel penuh klo jauh rumah sakit umum banyak hotel harga skitar an ribu lumayan tidur lepas lelah
Masjid Raya Baiturrahman,mukenah bersih sajadah wangi petugas gercep atur shaf shalat berjamaah lingkungan adem angin sepoi nyaman bawa anak main main disini,5.0,09/12/2025 19:14,0,Google Maps,"['mukenah', 'bersih', 'sajadah', 'wangi', 'tugas', 'gercep', 'atur', 'shaf', 'shalat', 'jamaah', 'lingkung', 'adem', 'angin', 'sepoi', 'nyaman', 'bawa', 'anak', 'main', 'main', 'sini']",mukenah bersih sajadah wangi tugas gercep atur shaf shalat jamaah lingkung adem angin sepoi nyaman bawa anak main main sini
Masjid Raya Baiturrahman,alhamdulillah bisa kesini lagi suasana yang selalu dirindukan di masjid raya baiturrahman berkah selalu semuanya,5.0,13/11/2025 07:28,0,Google Maps,"['alhamdulillah', 'kesini', 'suasana', 'selalu', 'rindu', 'masjid', 'raya', 'baiturrahman', 'berkah', 'selalu', 'semua']",alhamdulillah kesini suasana selalu rindu masjid raya baiturrahman berkah selalu semua
Masjid Raya Baiturrahman,masjid bersejarah di banda aceh sangat nyaman untuk beribadah jangan lewatkan untuk mampir di masjid ini jika ada kesempatan berkunjung di banda aceh,5.0,15/10/2025 05:55,0,Google Maps,"['masjid', 'sejarah', 'banda', 'aceh', 'sangat', 'nyaman', 'ibadah', 'jangan', 'lewat', 'mampir', 'masjid', 'sempat', 'kunjung', 'banda', 'aceh']",masjid sejarah banda aceh sangat nyaman ibadah jangan lewat mampir masjid sempat kunjung banda aceh
Masjid Raya Baiturrahman,masjid besar kebanggaan kita pertama kali datang ke sini tapi udah dibuat takjub dengan ketertiban dan desain setiap sudut masyaa allah buat yang belum tau sebelum masuk ke masjid nanti kita simpan sandal sepatu dan barang barang lain di loker penitipan baru sebelum pulang nanti kita ambil yang kita titip tadi isi infaq seikhlasnya,4.0,18/08/2025 20:02,0,Google Maps,"['masjid', 'besar', 'bangga', 'pertama', 'kali', 'datang', 'sini', 'udah', 'buat', 'takjub', 'tertib', 'desain', 'sudut', 'masyaa', 'allah', 'buat', 'tau', 'masuk', 'masjid', 'simpan', 'sandal', 'sepatu', 'barang', 'barang', 'loker', 'titip', 'baru', 'pulang', 'ambil', 'titip', 'tadi', 'isi', 'infaq', 'ikhlas']",masjid besar bangga pertama kali datang sini udah buat takjub tertib desain sudut masyaa allah buat tau masuk masjid simpan sandal sepatu barang barang loker titip baru pulang ambil titip tadi isi infaq ikhlas
Masjid Raya Baiturrahman,malam pertama sholat tarawih disini suasana sejuk karena baru selesai hujan deras di sediakan plastik untuk simpan sendal sangat memudahkan jamaah,5.0,23/02/2026 21:39,0,Google Maps,"['malam', 'pertama', 'sholat', 'tarawih', 'sini', 'suasana', 'sejuk', 'baru', 'selesai', 'hujan', 'deras', 'sedia', 'plastik', 'simpan', 'sendal', 'sangat', 'mudah', 'jamaah']",malam pertama sholat tarawih sini suasana sejuk baru selesai hujan deras sedia plastik simpan sendal sangat mudah jamaah
Masjid Raya Baiturrahman,kembali lagi ke masjid raya yang megah ini bangunannya selalu mengingatkan akan kebesaran rakyat aceh terhadap kemuliaan islam,5.0,28/09/2025 08:38,0,Google Maps,"['masjid', 'raya', 'megah', 'bangun', 'selalu', 'ingat', 'besar', 'rakyat', 'aceh', 'mulia', 'islam']",masjid raya megah bangun selalu ingat besar rakyat aceh mulia islam
Masjid Raya Baiturrahman,masjid bersejarah di kota banda aceh termasuk saksi bisu musibah tsunami,5.0,28/09/2025 12:30,0,Google Maps,"['masjid', 'sejarah', 'kota', 'banda', 'aceh', 'masuk', 'saksi', 'bisu', 'musibah', 'tsunami']",masjid sejarah kota banda aceh masuk saksi bisu musibah tsunami
Masjid Raya Baiturrahman,tempat shalat nyaman toilet bersih sayang belum ketemu ada majelis ta lim,5.0,02/10/2025 20:57,0,Google Maps,"['tempat', 'shalat', 'nyaman', 'toilet', 'bersih', 'sayang', 'ketemu', 'majelis', 'ta', 'lim']",tempat shalat nyaman toilet bersih sayang ketemu majelis ta lim
Masjid Raya Baiturrahman,ada menaranya dan bisa naik ke menara dengan htm k orang pembayaran bisa dg qris naik ke lantai dan via lift pemandangan dr lantai canteeek dari lantai lebih cantek lagi tapi sayang di lantai dipagari agar lebih aman untuk yg bawa anak direkomendasikan ke lantai saja tidak ke lantai,5.0,10/08/2025 21:36,0,Google Maps,"['menara', 'naik', 'menara', 'htm', 'k', 'orang', 'bayar', 'dg', 'qris', 'naik', 'lantai', 'via', 'lift', 'pandang', 'dr', 'lantai', 'canteeek', 'lantai', 'lebih', 'cantek', 'sayang', 'lantai', 'pagar', 'lebih', 'aman', 'yg', 'bawa', 'anak', 'rekomendasi', 'lantai', 'lantai']",menara naik menara htm k orang bayar dg qris naik lantai via lift pandang dr lantai canteeek lantai lebih cantek sayang lantai pagar lebih aman yg bawa anak rekomendasi lantai lantai
Masjid Raya Baiturrahman,posisi masjid ini terletak ditengah kota bangunannya bagus sayangnya aku datang kesini malam jadi payung payung itu dah tutup tapi suasana disini nyaman lantainya bersih mengkilap karena kita mesti lepas alas kaki dulu yah untuk air di toilet maupun di tempat wudhu nya bersih meskipun agak jauh jaraknya dari masjid ac masjidnya dingin nyaman untuk beribadah pilihan mukena juga banyak dan bersih semua diluar masjid ada banyak jajanan kaki kalau bawa makanan dari luar dan makan diteras masjid tolong sampahnya dibuang ketempatnya ya guys sayang banget lingkungan sebersih ini ternodai dengan sampah makanan,4.0,31/05/2025 17:59,0,Google Maps,"['posisi', 'masjid', 'letak', 'tengah', 'kota', 'bangun', 'bagus', 'sayang', 'aku', 'datang', 'kesini', 'malam', 'jadi', 'payung', 'payung', 'dah', 'tutup', 'suasana', 'sini', 'nyaman', 'lantai', 'bersih', 'kilap', 'mesti', 'lepas', 'alas', 'kaki', 'dulu', 'yah', 'air', 'toilet', 'maupun', 'tempat', 'wudhu', 'nya', 'bersih', 'meski', 'jauh', 'jarak', 'masjid', 'ac', 'masjid', 'dingin', 'nyaman', 'ibadah', 'pilih', 'mukena', 'banyak', 'bersih', 'semua', 'luar', 'masjid', 'banyak', 'jajan', 'kaki', 'kalau', 'bawa', 'makan', 'luar', 'makan', 'teras', 'masjid', 'sampah', 'buang', 'tempat', 'guys', 'sayang', 'banget', 'lingkung', 'bersih', 'noda', 'sampah', 'makan']",posisi masjid letak tengah kota bangun bagus sayang aku datang kesini malam jadi payung payung dah tutup suasana sini nyaman lantai bersih kilap mesti lepas alas kaki dulu yah air toilet maupun tempat wudhu nya bersih meski jauh jarak masjid ac masjid dingin nyaman ibadah pilih mukena banyak bersih semua luar masjid banyak jajan kaki kalau bawa makan luar makan teras masjid sampah buang tempat guys sayang banget lingkung bersih noda sampah makan
