title,text,stars,publishedAtDate,likesCount,platform
Masjid Raya Baiturrahman,"MasyaAllah bukti kuasanya Allah, ini adalah masjid bersejarah di Aceh yang menjadi saksi tragedi tsunami tahun 2004.
Icon kota Banda yang harus dikunjungi kalo plesiran ke Aceh??",5,17/02/2026 19:57,0,Google Maps
Masjid Raya Baiturrahman,"menjelang magrib di sini, syahdu, mendengar suara mengaji anak-anak yg dipandu ustadz dan ustadzah menbangkitkan kenangan masa kecil. pemandangan masjid yang luar biasa dan suasana yang magical mengingatkan akan masjid nabawi, ditambah di halaman masjid ada payung-payung yang membuat semakin ingin kembali ke madinah. banyak pengunjung yang duduk bersama keluarga di halaman masjid sembari menikmati adem dan tenangnya masjid",5,03/12/2025 05:10,0,Google Maps
Masjid Raya Baiturrahman,"Masjid Raya yang mencakup paket lengkap, karena indah, bersejarah, dan penuh vibes positif. Wajib banget dikunjungi kalau main ke Banda Aceh.

Mantap mania pokoknya.",5,13/12/2025 17:44,0,Google Maps
Masjid Raya Baiturrahman,"Jika dan hanya jika, harus merasakan suasana shalat subuh di sini. Kalau sempat, naiklah ke menara untuk melihat kota Banda Aceh dari ketinggian",5,22/01/2026 08:01,0,Google Maps
Masjid Raya Baiturrahman,"Suasana nya tenang ngga crowded gw datang sekitaran jam 9-10, kalo ada waktu lagi main ke Aceh bisa bantu bapa fotografer pakai jasanya",5,17/12/2025 12:39,0,Google Maps
Masjid Raya Baiturrahman,Masjid Raya Baiturrahman sangat lah indah tempat yg sangat dituju ketika sampai ke Banda Aceh. Masya Allah,5,20/02/2026 11:34,0,Google Maps
Masjid Raya Baiturrahman,Masjid Raya yang selalu dihati dan bikin rindu untuk sholat kembali disana. Suasana sakral dan sucinya membuat hati tenang.,5,25/11/2025 19:43,0,Google Maps
Masjid Raya Baiturrahman,"Masjid yg sangat indah, nuansa nya mirip kaya masjid di madinah, untuk datang pas jam solat jg bisa banget, nnt tinggal titip sandal aja, dan pastikan berpakaian sopan",5,24/02/2026 15:03,0,Google Maps
Masjid Raya Baiturrahman,"Alhamdulillah sampai juga di masjid Raye Banda Aceh setelah menempuh perjalanan darat dari Sumatera Selatan,,lewat lintas timur,, dengan pemandangan yang indah dan menegangkan,, bagi yang ingin ke banda Aceh jika hari raya,, sebaiknya pesan hotel terlebih dahulu,,, karena sekitar masjid hotel pasti penuh,,,KLO pun dapat agak jauh di sekitar rumah sakit umum banyak hotel harga skitar 600an ribu,, lumayan bisa tidur melepas lelah,,,",5,17/02/2026 08:53,0,Google Maps
Masjid Raya Baiturrahman,"Mukenah bersih, sajadah wangi, petugas gercep atur shaf shalat berjamaah, lingkungan adem angin sepoi2, nyaman bawa anak main main disini",5,09/12/2025 19:14,0,Google Maps
Masjid Raya Baiturrahman,"Alhamdulillah bisa kesini lagi,
Suasana yang selalu dirindukan di masjid raya Baiturrahman.
.
Berkah selalu semuanya",5,13/11/2025 07:28,0,Google Maps
Masjid Raya Baiturrahman,"Masjid bersejarah di Banda Aceh, sangat nyaman untuk beribadah. Jangan lewatkan untuk mampir di masjid ini jika ada kesempatan berkunjung di Banda Aceh",5,15/10/2025 05:55,0,Google Maps
Masjid Raya Baiturrahman,"masjid besar kebanggaan kita. pertama kali datang ke sini tapi udah dibuat takjub dengan ketertiban dan desain setiap sudut, masyaa allah. buat yang belum tau, sebelum masuk ke masjid nanti kita simpan sandal/sepatu dan barang barang lain di loker penitipan, baru sebelum pulang nanti kita ambil yang kita titip tadi. isi infaq seikhlasnya",4,18/08/2025 20:02,0,Google Maps
Masjid Raya Baiturrahman,"malam pertama sholat tarawih disini
suasana sejuk karena baru selesai hujan deras
di sediakan plastik untuk simpan sendal
sangat memudahkan jamaah",5,23/02/2026 21:39,0,Google Maps
Masjid Raya Baiturrahman,Kembali lagi ke Masjid Raya yang megah ini. Bangunannya selalu mengingatkan akan kebesaran rakyat Aceh terhadap kemuliaan Islam.,5,28/09/2025 08:38,0,Google Maps
Masjid Raya Baiturrahman,"masjid bersejarah di kota Banda Aceh, termasuk saksi bisu musibah tsunami 2024",5,28/09/2025 12:30,0,Google Maps
Masjid Raya Baiturrahman,"Tempat shalat nyaman, toilet bersih
Sayang belum ketemu ada majelis ta'lim",5,02/10/2025 20:57,0,Google Maps
Masjid Raya Baiturrahman,"Ada menaranya, dan bisa naik ke menara dengan HTM 15k/orang. Pembayaran bisa dg Qris. Naik ke lantai 6 dan 7 via lift. Pemandangan dr lantai 6 canteeek...dari lantai 7 lebih2 cantek lagi. Tapi sayang di lantai 7 dipagari, agar lebih aman. Untuk yg bawa anak direkomendasikan ke lantai 7 saja tidak ke lantai 6",5,10/08/2025 21:36,0,Google Maps
Masjid Raya Baiturrahman,"Posisi masjid ini terletak ditengah kota
Bangunannya bagus, sayangnya aku datang kesini malam jadi payung payung itu dah tutup. Tapi suasana disini nyaman, lantainya bersih mengkilap karena kita mesti lepas alas kaki dulu yah.
Untuk air di toilet maupun di tempat wudhu nya bersih, meskipun agak jauh jaraknya dari masjid.
Ac masjidnya dingin, nyaman untuk beribadah. Pilihan mukena juga banyak dan bersih semua
Diluar masjid ada banyak jajanan kaki 5 , kalau bawa makanan dari luar dan makan diteras masjid tolong sampahnya dibuang ketempatnya ya guys. Sayang banget lingkungan sebersih ini ternodai dengan sampah makanan :(",4,31/05/2025 17:59,0,Google Maps
Masjid Raya Baiturrahman,"Bangunannya megah dengan kubah putih dan menara yang tinggi banget, jadi gampang keliatan dari jauh waktu jalan menuju pusat kota. Interiornya luas banget dengan lantai marmer yang adem di kaki, jadi pas ngelangkah waktu siang yang panas pun masih nyaman buat jalan di area luar sambil lihat arsitektur bangunannya yang klasik dan rapi. Cerita sejarahnya juga cukup kuat karena masjid ini jadi saksi peristiwa besar seperti tsunami 2004 dan tetap berdiri kokoh di tengah kota, yang bikin waktu shalat atau sekadar ngelihat-lihat jadi punya makna tersendiri. Rute jalan kaki sekitar kompleks juga mudah diikuti, dan area parkir bawah tanahnya lega sehingga aku nggak perlu bingung cari tempat buat kendaraan waktu tiba.

Pengalaman ini punya sisi yang bikin aku sadar kalau tempat ini bukan sekadar objek foto. Kalau datang pas jam ramai atau akhir pekan, halaman utama bisa padat sama pengunjung dan jamaah, jadi suasana agak ramai dan kurang cocok buat yang cari suasana super hening. Sebelum masuk ke bagian dalam masjid, kamu juga harus siap pakai busana yang sopan dan lepas alas kaki di tempat penitipan sandal yang disediakan, jadi sebaiknya pakai baju yang nyaman dan modest biar nggak ribet waktu mau masuk. Fasilitas toilet di area sekitar ramai pengunjung kadang kurang maksimal, jadi aku sempat perlu jalan agak jauh buat cari yang kondisinya lebih bersih. Selain itu, kalau kamu bukan Muslim, akses ke bagian utama ibadah memang dibatasi sesuai aturan tempat ibadah, jadi kunjungan lebih banyak fokus di area luar dan halaman masjidnya.",5,14/01/2026 15:28,0,Google Maps
Masjid Raya Baiturrahman,"Salah satu tempat wisata rohani yg masih aktif untuk peribadatan buat muslim sampai sekarang, punya banyak sejarah mulai dari salah satu bangunan yang selamat dari tsunami aceh hingga iKON perjuangan rakyat aceh kala perang dengan Belanda pada masa penjajahan dan berhasil menewaskan tokoh penting Belanda di salah satu pohon disini.  sayangnya pohonnya udah nggak ada lagi padahal itu salah satu sejarah yang menurut saya harus di pagar. Sekarang banyak  turis datang ke sini terlepas dari tempat wisata dan shalat, banyak yg numpang istirahat semisal perjalanan jauh yg masih satu provinsi. Di kamar mandi yg punya ruangan terhubung banyak yg istirahat tapi gk boleh nginap ya, gk boleh prawed di dalam masjid juga karena dulu rame yang begitu. Di sini ada juga perpustakaan baca yg terbilang cukup banyak varian buku dan bisa, juga di pinjam dngan cara buat kartu perpus aktif. Lokasi juga sangat strategis karena jarak satu masjid ini bisa menjangkau beberapa tempat wisata sekaligus dalam jrak kurang dari lima menit, layaknya museun tsunami, gunungan, taman putro phang, oya masuknya gratis ada tempat penitipan sandal juga dgn opsi bayar seikhlasnya",4,01/01/2025 20:03,0,Google Maps
Masjid Raya Baiturrahman,"Masjid disini besar dan megah, banyak dijumpai pohon kurma dan bisa berbuah",5,11/01/2026 15:14,0,Google Maps
Masjid Raya Baiturrahman,"Masjid Raya Baiturrahman ini bener-bener megah, cantik, dan iconic banget sebagai simbolnya Aceh. Arsitekturnya khas banget, kombinasi nuansa Timur Tengah dan gaya Aceh yang bikin kagum tiap kali ngelihat. Area dalamnya luas, bersih, adem banget walau siang bolong. Halaman luarnya juga cakep dan tertata rapi, kolamnya bikin suasana makin tenang. Pas malam, pencahayaan di masjid ini bikin vibes-nya makin syahdu. Lokasinya strategis banget di pusat kota, gampang dijangkau, dan sering jadi destinasi utama wisata religi. Salah satu tempat paling berkesan di Aceh. Khusyuk buat ibadah, sekaligus indah buat dikagumi.",5,23/07/2025 21:24,0,Google Maps
Masjid Raya Baiturrahman,"Yuppp salah satu masjid terindah yang pernah saya datangi.. berdiri kokoh di pusat kota Banda Aceh, saksi bisu kedahsyatan Tsunami 2004.. Masjid dengan lantai marmer putih, yg membuat masjid ini sejuk.. tidak lengkap ke aceh kalau tidak menyempatkan beribadah disini untuk umat Muslim.",5,13/09/2025 00:39,0,Google Maps
Masjid Raya Baiturrahman,"kesini pas sholat subuh enak banget
jamaahnya lumayan rame pas subuh dan suasananya enak banget
masjidnya bersih kali",5,10/10/2025 05:12,0,Google Maps
Masjid Raya Baiturrahman,"Masjid raya kebanggaan masyarakat Aceh, berdiri megah mencerminkan kuatnya spirit islam masyarakatnya. Terawat dan tertata dengan apik, satu2nya bangunan yang tidak terkena bencana tsunami aceh.
Memiliki ornamen khas budaya aceh yang islam, lokasi di pusat kota, parkir basemand yang representatif untuk menampung kendaraan roda 4 ukuran sedang.
Dilengkapi lantai marmer asli sehingga tdk panas walau terik matahari, payung rakasasa bercorak payung masjid nabawi kota medinah, menambah asri dan anggunnya masjid ini.",5,30/05/2025 23:35,0,Google Maps
Masjid Raya Baiturrahman,"Masjid yg benar"" megah bangett, didalam maupun diluar akan merasakan ketenangan jiwa. Memiliki menara yg bisa dinaiki hingga keatas, terdapat juga air pancur yg berwarna pada saat malam akan sangat indah. Didalam sangat luas dan jika tidak membawa mukenah didalam sangat banyak disiapkan, jika waktu sholat tiba akan ada yg mengatur agar shaf tidak terputus dan anak"" dibelakang. Kamar mandi sangat luas dan bersih, dibawah menuju kamar mandi juga terdapat ruang peristirahatan apabila ingin sekedar duduk atau melepas penat. Untuk alas kaki, ada tempat penitipan nya dengan membayar seikhlasnya saja, dan ada larangan masuk bagi yg tidak berpakaian muslim dan baju ketat. Sungguh merupakan interior yg sangat indah dr jalanan utama maupun dr dekat",5,06/01/2025 20:12,2,Google Maps
Masjid Raya Baiturrahman,"Masjid yg megah dan menakjubkan, saatnya waktu sholat tidak boleh ada yg diluar masjid, semua harus masuk masjid dan sholat. Di teras dan di dalam masjid semuanya serba bersih ??????",5,21/01/2026 07:46,0,Google Maps
Masjid Raya Baiturrahman,"Alhamdulillah... Segala Puji hanya untuk Allah, pertama kali ke Aceh, bisa shalat di Masjid ini",5,14/12/2025 13:11,0,Google Maps
Masjid Raya Baiturrahman,"Ini adalah masjid Jami' di Aceh. Masjid yg relatif cukup besar dengan desain klasik.
Mulai kamar mandi tempat wudhu tertata rapi dan bersih.
Dalam masjid pun suasana sejuk dan bersih. Alhamdulillah",5,03/08/2025 10:39,0,Google Maps
Masjid Raya Baiturrahman,"Alhamdulillah bisa berkunjung ke salah satu Mesjid Besar di Indonesia untuk pertama kali, Masjid Baiturrahman Banda Aceh,  bersama dengan keluarga besar. Masyaallah sekali mesjid ini berbeda dengan mesjid mesjid lain yg pernah aku kunjungi. Berkunjung ketika adzan shubuh, suasana shubuh di sini sangat khidmat, kemudian berkunjung ketika adzan ashar, mesjid sangat ramai pengunjung untuk sholat. Masyaallah, suasana di luar dan di dalam mesjid sangat indah. Semoga bisa kesini lagi untuk sholat bersama keluarga besar. aamiin",5,28/04/2025 15:05,0,Google Maps
Masjid Raya Baiturrahman,"Alhamdulillah bisa berkunjung ke Masjid ini.
Kalau mau ke Masjid Raya saya rekomendasikan pagi sekalian sholat Subuh karena masih sepi.
Makin siang dan malem sepertinya makin ramai dengan pengunjung atau wisatawan yang ke Masjid.
Terdapat penitipan sepatu/sendal di masjid dengan biaya seikhlasnya.",5,18/02/2025 20:47,0,Google Maps
Masjid Raya Baiturrahman,"Masjid Raya Baiturrahman di Banda Aceh adalah salah satu masjid paling ikonik di Indonesia, bahkan menjadi simbol kebanggaan masyarakat Aceh. Arsitekturnya sangat megah, indah, dan penuh nilai sejarah. Keindahan bangunan masjid ini tak hanya terlihat dari luar, tapi juga terasa saat berada di dalamnya. Kubah hitam besar, ornamen khas Timur Tengah, serta suasana religius yang begitu kental membuat siapa pun merasa tenang dan kagum saat berkunjung. Banyak wisatawan, baik lokal maupun mancanegara, yang menjadikan Masjid Raya Baiturrahman sebagai destinasi utama saat datang ke Aceh.

Namun sangat disayangkan, di balik kemegahan dan keindahannya, perawatan fasilitas masjid ini masih jauh dari kata layak. Area toilet dan tempat wudhu terlihat kurang bersih, bahkan bisa dibilang kotor dan tidak terawat. Aroma tidak sedap sering tercium di area tersebut, dan beberapa fasilitas tampak rusak atau tidak difungsikan dengan baik. Hal ini cukup mengecewakan, mengingat masjid ini adalah wajah Aceh di mata dunia.

Sebagai ikon daerah dan tempat ibadah utama masyarakat, sudah seharusnya pengelolaan kebersihan menjadi prioritas. Semoga ke depannya pihak pengelola bisa lebih memperhatikan hal ini, agar kenyamanan dan kekhusyukan jamaah tetap terjaga.",2,05/08/2025 16:02,0,Google Maps
Masjid Raya Baiturrahman,"Meskipun selalu dipadati jamaah dan Wisatawan yang ingin mengagumi keindahannya, Masjid Raya Baiturrahman Aceh tetap terasa menyejukkan jiwa, terutama di ruang ibadahnya yang dingin dan tenang. Daya tarik utamanya tentu saja arsitekturnya yang megah dan payung-payung raksasa yang mengingatkan pada Masjid Nabawi di Madinah, menambah pesona tersendiri bagi tempat ibadah yang bersejarah ini.",5,10/04/2025 08:25,0,Google Maps
Masjid Raya Baiturrahman,"MasyaAllah Masjid Raya Baiturrahman, masjid yg berdiri kokoh saat bencana tsunami melanda pesisir kota Banda Aceh, laa hawla wa laa quwwata illa billah.
Masjidnya bersih, luas, megah, dirawat dengan baik.
Saya datang pagi pagi jadi payung payungnya masih proses membuka satu persatu bergantian, para petugasnya masih ada yg bersih bersih. Mungkin klo payungnya terbuka semua jadi kayak di masjid Nabawi Madinah ya.
Di dalam masjidnya waktu saya masuk ada yg melangsungkan akad nikah di sisi sebelah kiri dan sisi sebelah kanan ada pengajian. Karena memang seluas itu masjidnya.
Semoga nanti bisa berkunjung kesini lagi.",5,05/01/2025 18:23,0,Google Maps
Masjid Raya Baiturrahman,"MasyaAllah, masjidnya mengingatkan kita pada kejadian tsunami dahsyat pada 20 tahun yang lalu, masjidnya indah, luas, cantik, tatanannya rapi, teras lebar, ruang parkirnya rapi dan lebar, ruang wudhu dan toilet juga bagus dan bersih, serta masjid ini nuansa Timur Tengah.",5,08/01/2025 20:59,0,Google Maps
Masjid Raya Baiturrahman,"Wisata religi dan sejarah. Masjid ikonik di pusat kota Banda Aceh. Lantai marmer yg bersih dan dingin, ornamen dinding masjid yg  futuristik, serta payung di halaman yg punya kesan megah.",5,09/03/2026 10:47,0,Google Maps
Masjid Raya Baiturrahman,"Kesan saya masuk masjid, subhanallah adem banget, hati jadi tenang di dalam masjid. Gak panas sama sekali, kaya ubin di masjid nabawi (padahal belum pernah ke masjid nabawi, insya allah secepatnya di undang sama allah ke makkah)

Saran saya kalau mau masjid ini memakai celana lebih baik membawa mukena sendiri karena pas masuk ke halaman masjid akan ada security yang mengingatkan memakai rok panjang.
Kebetulan saya bawa mukena, jadi saya depan gerbang memakai bawahan mukena untuk masuk kedalam masjid.

Jangan lupa sedekah di masjid yahh",5,14/09/2024 22:23,0,Google Maps
Masjid Raya Baiturrahman,"Masjid yang sangat indah, dan fasilitas yang sangat memadai, mulai dari mukena untuk perempuan yang tersedia banyak juga bersih, kebersihan Toilet nya juga sangat terjaga,area plaza yang nyaman untuk beristirahat untuk yang perjalanan jauh.",5,02/03/2025 14:10,0,Google Maps
Masjid Raya Baiturrahman,"Pengalaman pertama kali ke Masjid Raya Baiturrahman Banda Aceh, padahal di luar panas terik... Tapi di dalam nya sejuk & menenangkan",5,26/06/2025 09:31,0,Google Maps
Masjid Raya Baiturrahman,"Tempat yang perlu banget dikunjungi kalau ke Aceh.. it big and it seems always full of people, you can hear little Kids playing and recite quran.. it just.. beautiful.. (tapi jangan lupa ya buat yang perempuan harus pakai rok panjang dan hijab)",5,04/10/2025 18:36,0,Google Maps
Masjid Raya Baiturrahman,Salah satu wisata religi yang harus dikunjungi saat ke Banda Aceh,5,09/11/2025 16:06,0,Google Maps
Masjid Raya Baiturrahman,Kita bisa lihat mesjid dari atas dengan naik dari menara utama dengan biaya 15.000/org dewasa dan 10.000/anak,5,17/02/2026 14:53,0,Google Maps
Masjid Raya Baiturrahman,"Mesjidnya bersih dan cantik, diruangan sholat dilengkapi AC. Mukenah bersih, dan disediakan alquran ditiap sudut. Hanya saja tempat wudhu di lantai bawah. Ke mesjid raya wajib berbusana muslim (wanita memakai hijab dan rok), tetapi jika terlanjur pakai celana, petugas di tempat titip sepatu akan meminjamkan rok mukenah.",5,26/06/2025 19:05,0,Google Maps
Masjid Raya Baiturrahman,Tempat paling nyaman .dan Alhamdulillah kmi perantau bisa sholat jumat dsini,5,18/01/2026 11:53,0,Google Maps
Masjid Raya Baiturrahman,"Tempat menarik, Banyak wisatawan baik lokal maupun mancanegara berkunjung disana. Memasuki kawasan harus mengenakan pakaian tertutup aurat.",5,20/10/2025 13:10,0,Google Maps
Masjid Raya Baiturrahman,"20240320

Masjid Raya Baiturrahman
Salah 1 masjid agung yang menjadi destinasi tujuan religi dan wisata, karena mungkin termasuk juga sebagai mesjid tertua diindonesia (belum googling ????)

Baru pertama kali berkunjung ke aceh dalam mode perjalanan dinas, menyempatkan mampir dan sangat terkesan melihat desain luar dan dalam masjidnya
Desain interiornya seperti masjid diluar negeri, khas eropa (nampaknya)

Intinya bersyukur bisa mampir kesini, dan juga sangat takjub dengan kebiasaan warganya jika jam solat akan menutup semua usahanya atau menghentikan kegiatannya, terutama di bulan ramadhan, semua toko makanan tutup, buka mulai sekitar jam 3 dan tidak melayani makan ditempat. Durasi untuk makan pun tidak bisa lama, karena ketika jam tarawih lampu resto akan dimatikan dan nyala kembali sekitar jam 9-10 malam setelah selesai taraweh, saluuutt....

Belum lagi ketika pagi, setiap sekolah seprtinya ada kegiatan solat dhuha bersama, atau kgtn lainnya di mushola, karena melintasi bbrp skolah sekitar jam 8.30-9.30 hampir setiap sekolah yg dilewati terlihat muridnya dilapangan (pakai sejadah) atau dimushola ??

Secara kultur dan budaya, aceh luarrr biasaa
??????????",5,22/03/2024 23:19,2,Google Maps
Masjid Raya Baiturrahman,"Keindahan mesjid ini memang sangat luar biasa. Fasilitas yang ada di mesjid sangat luar biasa, mulai dari tempat parkir, penitipan alas kaki, kamar mandi, tempat wudhu, lantai yang selalu bersih, mesjid yang luar biasa bersih dan dingin.
Tempat sampah juga tersedia jadi sampah tidak berceceran.",5,30/11/2024 12:38,0,Google Maps
Masjid Raya Baiturrahman,"MasyaAllah subhanallah, cantiknya Masjid Baiturrahman ini ?? saah satu bangunan yg tetap kokoh ketika tsunami 2004 menenggelamkan Banda Aceh. Luasss bgt, bersih, di dalamnya rasanya adem. Ada penitipan sendal, jd aman dan rapi. Datang ke sini harus berpakaian rapi & muslimah untuk perempuan, boleh pakai celana longgar/kulot, tp bajunya tunik yg panjang selutut. Kmrn ke sana dgn baju tidak terlalu panjang & pakai kulot. Walhasil harus pakai bawahan mukena. Banyak fotografer di sana ~",5,18/02/2024 03:01,4,Google Maps
Masjid Raya Baiturrahman,"masjid nya subhanallah cantikkk bangetttt ?????? bener bener serambi Makkah, tiap kesini rasanya ademm, sejukk, walaupun matahari nya seterik ituu, disini syariat nya ketatt buat yang cewe gabole pake celana kalo kesini yaaa n harus pake baju yang muslimahh ?? sayangnya kemaren ga masuk ke masjid nya karena lagi berhalangan, jadi foto foto di depan masjid nya ajaa ?? tiap ke banda aceh wajib kesinii sihhh, recommended ??",5,21/04/2025 22:37,0,Google Maps
Masjid Raya Baiturrahman,"Masjid yang indah dan megah, serta memiliki nilai sejarah, insyaaAllah.",5,15/02/2026 09:20,0,Google Maps
Masjid Raya Baiturrahman,"Wajib untuk dikunjungi.
Parkiran bisa di basement bisa menampung 200 mobil(Rp 3.000), tapi ada juga yang parkir di pinggir jalan(Rp 2.000). Untuk masuk area masjid, alas kaki harus dititipkan dengan kotak amal seikhlasnya.
Waktu terbaik untuk foto pada pagi hari atau sore hari.
Terdapat payung besar pada area masjid yang dibuka pada siang hari, sekitar jam 10. Satu payung terbuka sempurna memerlukan waktu sekitar 7-8 menit.
Untuk toilet ada di samping masjid, turun 1 lantai.",5,12/04/2025 15:16,0,Google Maps
Masjid Raya Baiturrahman,"Masjid raya yang bersejarah dan termasuk situs bersejarah.
Area halaman masjid yang luas bersih dan cukup terawat.
Area dalam masjid yang membuat takjub saat berada di dalamnya, banyak ornamen khas karena bangunan masjid ini masih original.

Setiap hari setelah sholat shubuh ada tausiyah oleh imam masjid.

Parkir kendaraan terdapat di area basement.
Tempat wudhu dan toilet berada di basement sisi kanan dan kiri.

Kalau ke Banda Aceh ini salah satu tempat yang wajib dikunjungi",5,10/03/2024 16:53,3,Google Maps
Masjid Raya Baiturrahman,Allahu Akbar... gak cukup tulis disini keindahan ciptaan Allah yang disalurkan melalui pikiran2 perancang dan pembangungm mesjid ini...,5,28/06/2025 09:50,0,Google Maps
